id,name,signal,h_codes,euh_codes,p_codes,symbols
013900,Diethylamin,Gefahr,"H225,H302+H332,H311,H314,H335",,"P210,P240,P280,P301+P330+P331,P302+P352,P305+P351+P338,P308+P310,P403+P233","GHS02,GHS06,GHS05"
013930,Kupferphthalocyanin,,,,,
013940,Propin,Gefahr,"H220,H280",,"P210,P377,P381,P403","GHS02,GHS04"
013950,2-Chlortoluol,Achtung,"H226,H332,H411",,"P210,P261,P280,P303+P361+P353,P403+P235,P501","GHS02,GHS07,GHS09"
013960,2-Chlorbenzonitril,Achtung,"H302,H312,H319",,"P280,P305+P351+P338",GHS07
013980,"4,4'-Isopropylidendiphenol",Gefahr,"H317,H318,H335,H360F,H411",,"P273,P280,P302+P352,P305+P351+P338,P403+P233,P501","GHS05,GHS08,GHS07,GHS09"
013990,1-Chlornaphthalin,Achtung,"H302,H410",,P273,"GHS07,GHS09"
014000,Pentachlorphenol,Gefahr,"H301+H311,H330,H315,H319,H335,H351,H410",,"P260,P273,P280,P284,P301+P310,P305+P351+P338","GHS06,GHS08,GHS09"
014020,2-Ethoxyethylacetat,Gefahr,"H226,H360FD,H302,H312,H332",,"P201,P210,P302+P352,P308+P313","GHS02,GHS08,GHS07"
014030,Ethylenglykolmonobutylether,Gefahr,"H302,H311,H331,H315,H319",,"P261,P270,P280,P301+P312,P302+P352,P305+P351+P338",GHS06
014040,Butyllactat,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
014050,Ethylendiacetat,,,,,
014060,Dimethoxymethan,Gefahr,"H225,H319",EUH019,"P210,P305+P351+P338","GHS02,GHS07"
014070,Paraformaldehyd,Gefahr,"H228,H302+H332,H315,H317,H318,H335,H351",,"P210,P261,P280,P305+P351+P338","GHS02,GHS08,GHS05,GHS07"
014080,"N,N-Diethyl-p-phenylendiamin",Gefahr,"H301,H314",,"P280,P301+P330+P331,P305+P351+P338,P309+P310","GHS06,GHS05"
014100,2-Hydroxyethylsalicylat,Achtung,H302,,P262,GHS07
014110,Aminophenazon,Gefahr,"H301,H315,H319,H335",,"P261,P301+P310,P305+P351+P338",GHS06
014120,Coffein,Achtung,H302,,,GHS07
014170,Anethol,Achtung,"H317,H411",,"P273,P391,P501,P501","GHS07,GHS09"
014180,Ephedrinhydrochlorid,Achtung,H302,,"P270,P264,P312,P301,P330,P501",GHS07
014190,Ergotamintartrat,Gefahr,"H301,H311,H331,H361",,"P261,P280,P301+P310,P311","GHS06,GHS08"
014200,Phenobarbital,Gefahr,"H301,H317,H351,H360D",,"P201,P280,P301+P310,P308+P313","GHS06,GHS08"
014230,Linolsäure,,,,,
014260,"2,6-Di-tert-butyl-p-kresol",Achtung,H410,,P273,GHS09
014280,"2,2',2""-Nitrilotriethanol",,,,,
014300,Butylacrylat,Achtung,"H226,H302+H312+H332,H315,H317,H319,H335,H412",,"P261,P273,P280,P305+P351+P338","GHS02,GHS07"
014310,Methacrylsäure,Gefahr,"H302+H332,H311,H314,H335",,"P261,P280,P305+P351+P338,P310","GHS06,GHS05"
014330,Acrylamid,Gefahr,"H301,H312,H332,H315,H317,H319,H340,H350,H361f,H372",,"P201,P280,P302+P352,P304+P340,P305+P351+P338,P308+P310","GHS06,GHS08"
014340,Methacrylamid,Achtung,"H302,H319,H335,H371,H373",,"P260,P264,P270,P271","GHS07,GHS08"
014350,Ethylacrylat,Gefahr,"H225,H302,H312,H331,H315,H317,H319,H335,H412",,"P210,P261,P273,P302+P352,P312,P304+P340,P311,P403+P233","GHS02,GHS06"
014360,Acrylsäure,Gefahr,"H226,H332,H312,H302,H314,H335,H400",,"P210,P261,P273,P303+P361+P353,P304+P340+P310,P305+P351+P338","GHS02,GHS05,GHS07,GHS09"
014370,N-(Methoxymethyl)methacrylamid,Achtung,"H302,H319",,,GHS07
014460,Chlorcyan,Gefahr,"H280,H330,H314",EUH071,,"GHS04,GHS06,GHS05"
014470,o-Toluidin,Gefahr,"H301+H331,H319,H350,H400",,"P201,P273,P304+P340,P305+P351+P338,P309+P310","GHS06,GHS08,GHS09"
014480,Guanidiniumchlorid,Achtung,"H302+H332,H315,H319",,"P261,P280,P301+P312,P330,P304+P340+P312,P305+P351+P338,P337+P313",GHS07
014490,4-Ethoxyanilin,Gefahr,"H341,H302+H312,H331,H317,H319,H412",,"P280,P260,P281,P301+P310,P312,P501","GHS06,GHS08"
014500,Tetramethylthiurammonosulfid,Achtung,"H302,H317,H411",,"P273,P280","GHS07,GHS09"
014510,Azodicarboxamid,Gefahr,"H228,H334",EUH044,"P261,P284,P304+P340,P342+P311","GHS02,GHS08"
014520,beta-Methylstyrol,,,,,
014540,"N,N'-Diphenylguanidin",Gefahr,"H301,H315,H319,H335,H361f,H411",,"P261,P273,P281,P301+P310,P305+P351+P338","GHS06,GHS08,GHS09"
014550,"N,N'-Di-o-tolylguanidin",Gefahr,"H301,H319",,,GHS06
014560,Ethoxychin,Achtung,H302,,,GHS07
014590,"1,1-Hydrazodiformamid",,,,,
014600,Toluol-4-sulfonsäure (mit mehr als 5 Prozent Schwefelsäure),Gefahr,H314,,,GHS05
014630,2-Aminoethanol,Gefahr,"H302,H312,H332,H314,H335,H412",,"P261,P273,P301+P312,P330,P303+P361+P353,P304+P340+P310,P305+P351+P338","GHS05,GHS07"
014640,Maleinsäure,Achtung,"H302,H315,H319,H335,H317",,"P261,P280,P305+P351+P338",GHS07
014660,"N,N-Bis(3-aminopropyl)methylamin",Gefahr,"H302,H310,H330,H314",,,"GHS06,GHS05"
014670,Hexamethylendiamin,Gefahr,"H302,H312,H314,H335",,"P261,P280,P305+P351+P338,P310","GHS05,GHS07"
014690,Azobenzol,Gefahr,"H350,H341,H302+H332,H373,H410",,"P201,P273,P314","GHS08,GHS07,GHS09"
014700,Natriumhydroxymethansulfinat,Achtung,H341,EUH031,P281,GHS08
014710,1-Ethyl-2-nitrobenzol,Achtung,"H302,H315,H319,H335",,"P261,P305+P351+P338",GHS07
014790,Natrium-2-mercaptobenzothiazol,Gefahr,"H290,H314,H317,H410",,,"GHS05,GHS07,GHS09"
014800,Benzothiazol-2-thiol,Achtung,"H317,H410",,"P273,P280,P501","GHS07,GHS09"
014810,Zinkbis(2-mercaptobenzothiazol),Achtung,"H317,H410",,"P262,P280,P501,P273","GHS07,GHS09"
014820,Di(benzothiazol-2-yl)disulfid,Achtung,"H317,H410",EUH031,"P262,P280,P501,P273","GHS07,GHS09"
014850,Cyclohexylammoniumchlorid,Achtung,"H302,H315,H319,H335,H361f",,"P280,P302+P352,P305+P351+P338,P301+P310","GHS07,GHS08"
014890,1-Aminopropan-2-ol,Gefahr,"H314,H302,H312",,"P280,P305+P351+P338,P310","GHS05,GHS07"
014900,N-Cyclohexylbenzothiazol-2-sulfenamid,Achtung,"H317,H410",,"P262,P280,P501,P273","GHS07,GHS09"
014910,Dicyclohexylamin,Gefahr,"H301+H311,H314,H410",,"P273,P280,P301+P310+P330,P303+P361+P353,P304+P340+P310,P305+P351+P338","GHS06,GHS05,GHS09"
014920,"N,N-Dicyclohexylbenzothiazol-2-sulfenamid",,H413,,,
014930,Benzolsulfonylchlorid,Gefahr,"H302,H314",,"P280,P309+P310,P301+P330+P331,P305+P351+P338","GHS05,GHS07"
014940,Natriumbenzolsulfonat,,,,,
014950,Benzolsulfonhydrazid,Gefahr,"H242,H302",,,"GHS02,GHS07"
014980,"Dinatriumbenzol-1,3-disulfonat",Achtung,H319,,P305+P351+P338,GHS07
015000,2-Benzimidazolthiol,Gefahr,"H301,H317,H372,H412",,"P261,P280,P302+P352,P333+P313,P363,P501","GHS06,GHS08"
015010,Benzothiazol,Gefahr,"H301+H311,H332,H319",,"P280,P301+P310,P305+P351+P338,P312",GHS06
015020,o-Nitroanilin,Gefahr,"H301+H311+H331,H373,H412",,"P261,P273,P280,P301+P310,P311","GHS06,GHS08"
015030,o-Phenylendiamin,Gefahr,"H351,H341,H332,H312,H301,H319,H317,H410",,"P281,P273,P302+P352,P305+P351+P338,P309+P310","GHS06,GHS08,GHS09"
015040,"N,N'-Diphenylthioharnstoff",Gefahr,"H300,H317",,"P280,P301+P310,P330,P333+P313,P501",GHS06
015080,Imidazolidin-2-thion,Gefahr,"H360D,H302",,"P201,P308+P313","GHS08,GHS07"
015090,"Hexabromcyclododecan, Isomere",Achtung,"H361,H362",,,GHS08
015100,1-Nitronaphthalin,Achtung,"H228,H302,H411",,"P273,P370+P378","GHS02,GHS07,GHS09"
015110,Natriumdiethyldithiocarbamat,Achtung,"H315,H319,H400",,,"GHS07,GHS09"
015120,Disulfiram,Achtung,"H373,H302,H410,H317",,"P273,P280,P302+P352,P314","GHS08,GHS07,GHS09"
015130,Zinkbis(diethyldithiocarbamat),Achtung,"H302,H315,H317,H319,H335,H410",,"P261,P273,P280,P305+P351+P338,P501","GHS07,GHS09"
015140,Piperidin,Gefahr,"H225,H302,H331,H311,H314,H412",,"P210,P261,P280,P303+P361+P353,P305+P351+P338,P370+P378","GHS02,GHS06,GHS05"
015170,N-Methylanilin,Gefahr,"H301,H311,H331,H373,H410",,"P260,P261,P301+P310,P361,P405,P501","GHS06,GHS08,GHS09"
015200,4-Ethylanilin,Gefahr,"H301+H311+H331,H373",,"P261,P280,P301+P310,P311","GHS06,GHS08"
015210,Zinkbis(N-ethyl-N-phenyldithiocarbamat),Achtung,"H319,H413",,,GHS07
015260,Diphenylsulfid,Achtung,"H302,H315",,P302+P352,GHS07
015270,Diphenylsulfoxid,,,,,
015280,"2,4-Dichlortoluol",,H411,,P273,GHS09
015290,Hydrazobenzol,Gefahr,"H302,H350,H410",,"P273,P281,P301+P312,P308+P313,P405,P501","GHS07,GHS08,GHS09"
015300,Benzidindihydrochlorid,Gefahr,"H302,H350,H410",,"P201,P273,P308+P313,P501","GHS08,GHS07,GHS09"
015310,Benzidin,Gefahr,"H302,H350,H410",,"P201,P273,P308+P313,P501","GHS07,GHS08,GHS09"
015320,2-Chlor-1-nitrobenzol,Gefahr,"H301,H311,H331,H317,H351,H361f,H372,H412",,,"GHS06,GHS08"
015340,"3,3'-Dichlorbenzidindihydrochlorid",Gefahr,"H350,H312,H317,H318,H410",,,"GHS08,GHS05,GHS07,GHS09"
015380,"Benzidin-2,2'-disulfonsäure",Achtung,"H317,H319",,,GHS07
015410,2-Methoxyethylacetat,Gefahr,"H226,H302+H312+H332,H360FD",,"P201,P280,P308+P313","GHS02,GHS08,GHS07"
015420,N-Cyclohexyl-N'-phenyl-p-phenylendiamin,,,,,
015430,"1,4-Dichlorbenzol",Achtung,"H319,H351,H410",,"P273,P280,P305+P351+P338,P308+P313","GHS08,GHS07,GHS09"
015440,"1,2,4-Trichlorbenzol",Achtung,"H302,H315,H410",,"P273,P302+P352","GHS07,GHS09"
015450,"1,2,3,4-Tetrachlorbenzol",Achtung,"H302,H410",,"P273,P501","GHS07,GHS09"
015460,"1,2,4,5-Tetrachlorbenzol",Achtung,"H302,H410",,P273,"GHS07,GHS09"
015470,"Biphenyl-4,4'-diol",Achtung,"H312,H315,H319,H335",,"P261,P280,P305+P351+P338",GHS07
015480,"N,N'-Di-2-naphthyl-p-phenylendiamin",,,,,
015490,"1,4-Diphenylbenzol",Achtung,"H315,H319,H335,H400",,"P261,P273,P305+P351+P338","GHS07,GHS09"
015510,Naphthalin,Gefahr,"H228,H351,H302,H410",,"P210,P273,P281,P501","GHS02,GHS08,GHS07,GHS09"
015520,2-(Morpholinothio)benzothiazol,Achtung,"H315,H317,H319,H411",,"P262,P273,P280,P305+P351+P338,P501","GHS07,GHS09"
015550,1-Chlor-3-nitrobenzol,Gefahr,"H302,H311,H412",,"P273,P280,P302+P352,P309+P310",GHS06
015570,2-Nitrotoluol,Gefahr,"H302,H340,H350,H361f,H411",,"P201,P273,P281,P308+P313","GHS08,GHS07,GHS09"
015580,3-Nitrotoluol,Gefahr,"H302,H311,H332,H373,H411",,"P280,P273,P309,P310,P302+P352","GHS06,GHS08,GHS09"
015590,4-Nitrotoluol,Gefahr,"H331,H311,H301,H373,H411",,"P261,P273,P280,P301+P310,P311","GHS06,GHS08,GHS09"
015600,"Dinitrotoluol, Isomere",Gefahr,"H350,H341,H361f,H301,H311,H331,H373,H410",,"P273,P284,P301+P310,P304+P340,P403+P233,P501","GHS06,GHS08,GHS09"
015610,2-Ethylhexylacrylat,Achtung,"H315,H317,H335,H412",,"P273,P280,P304+P340+P312,P333+P313",GHS07
015630,N-tert-Butylbenzothiazol-2-sulfenamid,Achtung,"H317,H410",,"P262,P273,P280,P501","GHS07,GHS09"
015670,"4,4'-Oxybis(benzolsulfonhydrazid)",Gefahr,"H200,H228,H302,H315,H319,H335",,,"GHS01,GHS07,GHS02"
015680,Cyclopenten,Gefahr,"H225,H302,H312,H304,H315",,"P280,P302+P352,P210,P301+P310,P331,P362,P302+P352,P331","GHS02,GHS08,GHS07"
015690,2-Methyl-1-propanol,Gefahr,"H226,H335,H315,H318,H336",,"P210,P280,P302+P352,P305+P351+P338","GHS02,GHS05,GHS07"
015700,Natriummethanolat,Gefahr,"H228,H251,H290,H302,H314",EUH014,"P210,P280,P310,P370+P378,P305+P351+P338,P402+P404,P406","GHS02,GHS05,GHS07"
015740,"Chlortoluol, Isomere",Achtung,"H226,H332,H411",,,"GHS02,GHS07,GHS09"
015750,"1,2,3,5-Tetrachlorbenzol",Achtung,"H302,H410",,"P273,P501","GHS07,GHS09"
015760,"1,2,3-Trichlorbenzol",Achtung,"H302,H410",,"P262,P273","GHS07,GHS09"
015780,2-Chlorbenzoesäure,Achtung,H319,,P305+P351+P338,GHS07
015800,"1,4-Butandiol",Achtung,"H302,H336",,"P301+P312,P330",GHS07
015810,"2,4,4'-Trichlorbiphenyl",Achtung,"H373,H410",,"P273,P501","GHS08,GHS09"
015850,"Tetrachlornaphthalin, Isomere",,,,,
015870,"1,3-Dichlor-2-buten",Gefahr,"H226,H301+H331,H314",,"P201,P260,P273,P302+P352,P305+P351+P338","GHS02,GHS06,GHS05"
015880,"2,3,4-Trichlor-1-buten",Gefahr,"H302,H330,H315,H319,H335,H351,H410",,"P101,P273,P280,P314,P501","GHS06,GHS08,GHS09"
015890,Nitrobenzol,Gefahr,"H360F,H301+H311+H331,H351,H372,H412",,"P201,P273,P280,P302+P352,P304+P340,P308+P310","GHS06,GHS08"
015910,3-Chlorpropionitril,Gefahr,"H300,H315,H319",,"P302+P352,P305+P351+P338,P309+P310",GHS06
015920,1-(Chlormethyl)naphthalin,Gefahr,"H302+H312,H314",,"P280,P305+P351+P338,P310","GHS05,GHS07"
015930,"alpha,3,4-Trichlortoluol",Gefahr,"H314,H335",,"P261,P280,P305+P351+P338,P310","GHS05,GHS07"
015940,"alpha,2,3-Trichlortoluol",Gefahr,H314,,,GHS05
015950,"alpha,alpha,2-Trichlortoluol",Achtung,"H302,H315,H319,H335",,,GHS07
015960,2-Chlorbenzaldehyd,Gefahr,H314,,"P280,P305+P351+P338,P310",GHS05
015970,"alpha,alpha,alpha,2-Tetrachlortoluol",Achtung,"H351,H302,H315,H319,H335,H413",,,"GHS08,GHS07"
015980,Natrium-2-chlorbenzoat,Achtung,"H315,H319,H335",,,GHS07
015990,Pentachlorbenzol,Gefahr,"H228,H302,H410",,"P210,P273,P501","GHS02,GHS07,GHS09"
016000,4-Chlortoluol,Achtung,"H226,H332,H411",,"P210,P273,P304+P340","GHS02,GHS07,GHS09"
016010,"alpha,alpha,4-Trichlortoluol",Achtung,"H302,H315,H319,H335,H412",,,GHS07
016020,4-Chlorbenzaldehyd,Achtung,"H302,H315,H319,H411",,"P260,P273,P302+P352,P305+P351+P338","GHS07,GHS09"
016030,"alpha,alpha,alpha,4-Tetrachlortoluol",Gefahr,"H350,H361f,H302,H312,H315,H335,H372",,"P260,P261,P280,P304+P340,P405,P501","GHS08,GHS07"
016040,4-Chlorbenzoesäure,Achtung,"H302,H315,H319,H335",,"P261,P305+P351+P338",GHS07
016050,Natrium-4-chlorbenzoat,,,,,
016060,Methylamin,Gefahr,"H220,H280,H332,H315,H318,H335",,"P210,P261,P280,P305+P351+P338,P377,P410+P403","GHS02,GHS04,GHS05,GHS07"
016070,"1,2-Dichlor-3-nitrobenzol",Achtung,"H302,H411",,P273,"GHS07,GHS09"
016080,2-Chlor-4-nitroanilin,Achtung,"H302,H411",,P273,"GHS07,GHS09"
016090,Cyclohexanol,Achtung,"H302+H332,H315,H335",,P261,GHS07
016100,Methanthiol,Gefahr,"H220,H280,H331,H410",,"P210,P261,P273,P304+P340,P403+P233","GHS02,GHS04,GHS06,GHS09"
016110,"2,6-Dimethyl-3-hepten",Gefahr,"H225,H304",,,"GHS02,GHS08"
016120,Tetramethylblei,Gefahr,"H360Df,H330,H310,H300,H373,H410",,,"GHS06,GHS08,GHS09"
016130,"tert-Butyl-p-kresol, Isomere",,,,,
016160,Cyanamid,Gefahr,"H301+H311,H314,H317,H361fd,H373,H412",,"P201,P280,P301+P310+P330,P303+P361+P353,P304+P340+P310,P305+P351+P338","GHS06,GHS08,GHS05"
016160,Cyanamid,Gefahr,"H301+H311,H314,H317,H361fd,H373,H412",,"P201,P280,P301+P310+P330,P303+P361+P353,P304+P340+P310,P305+P351+P338","GHS06,GHS08,GHS05"
016170,Amitrol,Achtung,"H361d,H373,H411",,"P273,P281,P308+P313","GHS08,GHS09"
016180,Harnstoffnitrat,,,,,
016190,"2,2'-Methylenbis(4-methyl-6-tert-butylphenol)",Achtung,"H361f,H413",,"P201,P202,P273,P281",GHS08
016200,"2,2'-Methylenbis(6-cyclohexyl-p-kresol)",,H413,,"P273,P501",
016210,Ethylbenzol,Gefahr,"H225,H304,H332,H373,H412",,"P210,P273,P301+P310,P331","GHS02,GHS08,GHS07"
016220,Cyanguanidin,,,,,
016230,Bisguanidiniumsulfat,,,,,
016250,2-Methylpropenoylchlorid,Gefahr,"H225,H302,H330,H314",,"P210,P303+P361+P353,P305+P351+P338,P320,P405,P501","GHS02,GHS06,GHS05"
016270,Diphenylamin,Gefahr,"H301+H311+H331,H373,H410",,"P273,P280,P302+P352,P304+P340,P308+P310","GHS06,GHS08,GHS09"
016290,N-Nitrosodiphenylamin,Achtung,H302,,,GHS07
016300,4-Methoxyanilin,Gefahr,"H300,H310,H330,H373,H400",,"P260,P301+P310,P320,P361,P405,P501","GHS06,GHS08,GHS09"
016310,6-Methoxy-m-toluidin,Gefahr,"H350,H302",,"P201,P308+P313,P301+P312","GHS08,GHS07"
016320,"2,5-Xylidin",Gefahr,"H301+H311+H331,H373,H411",,"P261,P273,P280,P301+P310,P311","GHS06,GHS08,GHS09"
016330,"1,3-Dinitrobenzol",Gefahr,"H330,H310,H300,H373,H410",,"P260,P264,P273,P280,P284,P301+P310","GHS06,GHS08,GHS09"
016340,p-Toluidin,Gefahr,"H331,H311,H301,H351,H319,H317,H411",,"P280,P302+P350,P304+P340,P305+P351+P338,P301+P310,P273","GHS06,GHS08,GHS09"
016360,Dibenzylsulfoxid,,,,,
016390,5-Chlor-2-phenoxyanilin,,,,,
016430,Toluol-4-sulfonylchlorid,Gefahr,H314,,"P260,P301+P330+P331,P303+P361+P353,P305+P351+P338,P405,P501",GHS05
016450,"N,N-Bis(2,3-epoxypropyl)anilin",Achtung,"H302,H315,H317,H319",,,GHS07
016460,"Cyclohexan-1,2-dicarbonsäurebis(2,3-epoxypropylester)",Achtung,"H315,H317,H319,H335",,"P261,P280,P305+P351+P338",GHS07
016470,"2,2-Bis(4-(glycidyloxy)phenyl)propan",Achtung,"H315,H317,H319",,"P280,P305+P351+P338",GHS07
016480,Pentachlorbenzolthiol,,,,,
016490,7-Amino-4-hydroxynaphthalin-2-sulfonsäure,,,,,
016500,2-Cyclohexylphenol,Gefahr,H314,,,GHS05
016520,Isobutylamin,Gefahr,"H225,H301,H314",,"P210,P280,P301+P310,P305+P351+P338,P310","GHS02,GHS06,GHS05"
016540,2-tert-Butylphenol,Gefahr,"H302,H311,H330,H314,H411",,"P260,P303+P361+P353,P305+P351+P338,P320,P361,P405,P501","GHS06,GHS05,GHS09"
016550,Benzylamin,Gefahr,"H302,H312,H314",,"P280,P305+P351+P338,P310","GHS05,GHS07"
016560,Benzyldimethylamin,Gefahr,"H226,H302,H312,H331,H314,H412",,"P210,P280,P305+P351+P338,P301+P330+P331,P310,P273","GHS02,GHS06,GHS05"
016570,"2,6-Di-tert-butylphenol",Achtung,"H315,H410",,"P273,P501","GHS07,GHS09"
016580,Cyclohexyl(ethyl)amin,Gefahr,"H226,H302,H311,H332,H314",,"P280,P305+P351+P338,P310","GHS02,GHS06,GHS05"
016600,1-(Dimethylaminoethyl)-4-methylpiperazin,Gefahr,"H302,H311,H314",,,"GHS06,GHS05"
016610,Bis(2-dimethylaminoethyl)methylamin,Gefahr,"H302,H311,H314",,"P280,P301+P330+P331,P302+P352,P305+P351+P338,P309+P310","GHS06,GHS05"
016640,"2,6-Diisopropylanilin",,H412,,P273,
016650,6-Ethyl-2-toluidin,Achtung,"H302+H312+H332,H412",,"P280,P273",GHS07
016660,3-Methyl-1-phenethylbutylamin,Gefahr,"H302,H314",,,"GHS05,GHS07"
016670,"2,6-Diethyl-p-toluidin",Achtung,"H302,H312",,"P264,P270,P280,P301+P312,P302+P352,P312",GHS07
016680,4-tert-Butylphenol,Gefahr,"H315,H318,H361f,H411",,"P273,P280,P302+P352,P305+P351+P338","GHS05,GHS08,GHS09"
016690,m-Phenylendiamin,Gefahr,"H301+H311+H331,H317,H319,H341,H410",,"P261,P273,P280,P301+P310,P305+P351+P338,P311","GHS06,GHS08,GHS09"
016700,3-(Dimethylamino)propionitril,Achtung,"H302+H312,H319",,P305+P351+P338,GHS07
016740,"4,4'-Sulfonyldiphenol",,,,,
016770,2-Butanonoxim,Gefahr,"H226,H312,H317,H318,H351",,"P280,P305+P351+P338","GHS02,GHS05,GHS07,GHS08"
016790,4-Nitro-m-xylol,Achtung,H302,,,GHS07
016800,2-Nitroanisol,Gefahr,"H302,H350",,"P201,P308+P313","GHS08,GHS07"
016810,4-tert-Butylcyclohexanol,Achtung,H319,,"P280,P305+P351+P338,P337+P313,P273",GHS07
016830,"N,N-Dimethylanilin",Gefahr,"H351,H301,H311,H331,H411",,"P261,P273,P280,P301+P310+P330,P302+P352,P312,P403+P233","GHS06,GHS08,GHS09"
016840,Cyclohexyldimethylamin,Gefahr,"H226,H301,H311,H331,H314,H411",,,"GHS02,GHS06,GHS05,GHS09"
016850,2-Methylindol,Achtung,H302,,,GHS07
016860,2-Methylindolin,Achtung,"H302,H412",,"P273,P301+P312",GHS07
016870,"N,N-Diethylanilin",Gefahr,"H301,H311,H331,H373,H411",,"P261,P273,P280,P301+P310,P311","GHS06,GHS08,GHS09"
016880,N-Ethylanilin,Gefahr,"H301+H311+H331,H373",,"P261,P280,P301+P310,P311","GHS06,GHS08"
016890,p-Phenylendiamin,Gefahr,"H301,H311,H331,H319,H317,H410",,"P280,P273,P304+P340,P302+P352,P305+P351+P338,P309+P310","GHS06,GHS09"
016900,Cyclohexyldiethylamin,Gefahr,"H226,H314",,,"GHS02,GHS05"
016910,"Cyclohexan-1,4-diamin",Gefahr,"H302,H312,H314",,,"GHS05,GHS07"
016920,1-Naphthylamin,Achtung,"H302,H411",,"P264,P273,P281,P301+P312","GHS07,GHS09"
016930,4-Aminoazobenzol,Gefahr,"H350,H410",,,"GHS08,GHS09"
016940,"Xylidin, Isomere",Gefahr,"H331,H311,H301,H373,H411",,,"GHS06,GHS08,GHS09"
016960,4-Cyclohexylphenol,Gefahr,"H318,H411",,,"GHS05,GHS09"
016970,"alpha,alpha,alpha-Trifluor-o-toluidin",Gefahr,"H302,H315,H318,H335,H373,H411",,"P273,P280,P305+P351+P338,P337+P313","GHS05,GHS07,GHS08,GHS09"
016990,1-Naphthol,Gefahr,"H302,H311,H315,H318,H335",,"P280,P302+P352,P305+P351+P338,P309+P310","GHS06,GHS05"
017000,"Tetrahydrothiophen-1,1-dioxid",Achtung,H302,,"P301+P312,P330",GHS07
017010,"1,8-Naphthylendiamin",Achtung,"H302,H317",,"P262,P280,P302+P352",GHS07
017020,4-Nitro-m-phenylendiamin,,,,,
017030,p-Nitroanilin,Gefahr,"H301,H311,H331,H373,H412",,"P273,P280,P304+P340,P302+P352,P309+P310","GHS06,GHS08"
017040,p-Kresol,Gefahr,"H301,H311,H314,H412",,"P280,P305+P351+P338,P310,P361,P301+P330+P331,P303+P361+P353","GHS06,GHS05"
017050,Diphenylsulfon,,,,,
017060,"2,3-Dihydro-2,2-dimethyl-1H-perimidin",Achtung,"H302,H373,H317,H410",,,"GHS08,GHS07,GHS09"
017110,Maleinsäureanhydrid,Gefahr,"H302,H314,H317,H334,H372,H373",EUH071,"P261,P280,P284,P303+P361+P353,P304+P340+P310,P305+P351+P338,P342+P311","GHS05,GHS08,GHS07"
017120,Hexahydro-3-methylphthalsäureanhydrid,Gefahr,"H318,H334,H317",,,"GHS08,GHS05"
017150,Benzoylchlorid,Gefahr,"H302,H312,H331,H314,H317",,"P280,P301+P330+P331,P303+P361+P353,P304+P340,P310,P305+P351+P338,P310","GHS06,GHS05"
017160,4-Nitrobenzoylchlorid,Gefahr,H314,EUH029,"P280,P301+P330+P331,P305+P351+P338,P310,P402+P404",GHS05
017180,Phenylchlorformiat,Gefahr,"H302,H330,H315,H317,H318,H335",,"P280,P302+P352,P304+P340,P305+P351+P338,P309+P310","GHS06,GHS05"
017220,"1,3-Phenylendiamin-4-sulfonsäure",Achtung,"H315,H317,H319",,"P280,P305+P351+P338",GHS07
017250,"Naphthalin-1,5-diol",Achtung,"H302,H319,H411",,,"GHS07,GHS09"
017320,Thymol,Gefahr,"H302,H314,H411",,"P273,P280,P303+P361+P353,P304+P340+P310,P305+P351+P338,P391","GHS05,GHS07,GHS09"
017330,Menthol,Achtung,"H315,H319",,"P302+P352,P305+P351+P338",GHS07
017360,2-Nitro-m-xylol,Achtung,"H312,H332,H411",,"P261,P280,P304+P340,P312,P363,P501","GHS07,GHS09"
017380,2-Nitro-p-xylol,,,,,
017390,4-Cyclohexylanilin,Achtung,"H302,H312",,P280,GHS07
017410,2-Heptadecanon,,,,,
017420,Heptadecylamin,Achtung,"H315,H319",,,GHS07
017450,Isobutyraldehyd,Gefahr,H225,,"P210,P233,P403+P235",GHS02
017500,1-Nitro-2-phenoxybenzol,Achtung,H315,,,GHS07
017520,4-Chlor-o-toluidin,Gefahr,"H301,H311,H331,H341,H350,H410",,"P201,P261,P273,P280,P301+P310,P311","GHS06,GHS08,GHS09"
017530,5-Chlor-o-toluidin,Achtung,"H302,H315,H319,H351",,"P281,P302+P352,P305+P351+P338,P308+P313","GHS08,GHS07"
017540,"2,4,5-Trichloranilin",Gefahr,"H301,H311,H331,H373,H410",,"P261,P273,P280,P301+P310,P311,P501","GHS06,GHS08,GHS09"
017550,"2,4-Dinitroanilin",Gefahr,"H300,H310,H330,H373,H411",,"P260,P264,P273,P280,P284,P301+P310","GHS06,GHS08,GHS09"
017560,4-Chlor-2-nitroanilin,Gefahr,"H300+H310+H330,H373,H411",,"P260,P264,P273,P280,P301+P310","GHS06,GHS08,GHS09"
017580,"Nitrotoluidin, Isomere",Gefahr,"H331,H311,H301,H373,H411",,,"GHS06,GHS08,GHS09"
017590,"N-Cyclohexyl-1,3-diaminopropan",Gefahr,"H302,H314,H317,H412",,,"GHS05,GHS07"
017610,2-Phenylindol,Gefahr,"H315,H318,H335,H413",,"P261,P280,P305+P351+P338","GHS05,GHS07"
017640,Acetoacetanilid,Achtung,"H302,H312,H332,H373",,"P260,P273,P280,P302+P352,P314","GHS07,GHS08"
017670,Natriumpentachlorphenolat,Gefahr,"H301+H311,H330,H315,H319,H335,H351,H410",,"P260,P273,P280,P284,P305+P351+P338,P310","GHS06,GHS08,GHS09"
